epoch,accuracy,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy,learning_rate
41,0.8930534720420837,0.218125119805336,0.9972250461578369,0.9336697459220886,0.21603307127952576,0.998176097869873,0.0005000000237487257
42,0.8936527967453003,0.21683074533939362,0.9972380995750427,0.9356153011322021,0.20555122196674347,0.9983584880828857,0.0005000000237487257
43,0.8942520618438721,0.22195765376091003,0.9973422884941101,0.9291099309921265,0.22024008631706238,0.998236894607544,0.0005000000237487257
44,0.8939393758773804,0.21420642733573914,0.997902512550354,0.9388983249664307,0.1955862194299698,0.9983584880828857,0.0005000000237487257
45,0.8943563103675842,0.21785880625247955,0.9975767731666565,0.9307514429092407,0.22249028086662292,0.9983584880828857,0.0005000000237487257
46,0.8928841352462769,0.2273719608783722,0.9972641468048096,0.927103579044342,0.23174011707305908,0.9975680708885193,0.0005000000237487257
47,0.8956981897354126,0.21215271949768066,0.9975637793540955,0.9424245953559875,0.18753163516521454,0.9985408782958984,0.0005000000237487257
48,0.8948904275894165,0.2171582728624344,0.997368335723877,0.9383511543273926,0.20364005863666534,0.9980545043945312,0.0005000000237487257
49,0.8974178433418274,0.20889386534690857,0.9972641468048096,0.9400535225868225,0.19210219383239746,0.9985408782958984,0.0005000000237487257
50,0.8978217244148254,0.21283259987831116,0.9973813891410828,0.9353720545768738,0.2083309143781662,0.998236894607544,0.0005000000237487257
